,Course,Section,Building Code,Room Number,Meeting Days,Start Time,Finish Time
0,AASP100,0101,WDS,1114,MWF,10:00am,10:50am
1,AASP100,0201,TYD,1101,MWF,12:00pm,12:50pm
2,AASP100,0301,LEF,1201,TuTh,9:30am,10:45am
3,AASP100,0401,HBK,0109,TuTh,12:30pm,1:45pm
4,AASP100,0501,SYM,0215,TuTh,11:00am,12:15pm
5,AASP100,0601,PLS,1117,TuTh,2:00pm,3:15pm
6,AASP100H,0101,HBK,0109,TuTh,12:30pm,1:45pm
7,AASP101,0101,SQH,1121,TuTh,11:00am,12:15pm
8,AASP187,0101,TYD,0117,TuTh,3:00pm,4:15pm
9,AASP189I,0101,TYD,0102,TuTh,9:30am,10:45am
10,AASP200,0101,ARC,1103,MW,12:00pm,1:15pm
11,AASP202,0101,TYD,1101,MWF,11:00am,11:50am
12,AASP202,0102,SQH,1107,MWF,1:00pm,1:50pm
13,AASP202,0103,ARC,1105,TuTh,11:00am,12:15pm
14,AASP202,0104,LEF,1201,TuTh,2:00pm,3:15pm
15,AASP202H,0101,ARC,1105,TuTh,11:00am,12:15pm
16,AASP274,0101,NCC,0120,TuTh,9:30am,10:45am
17,AASP297,0101,TLF,1102,TuTh,11:00am,12:15pm
18,AASP298B,0101,JMZ,0103,W,6:00pm,8:30pm
19,AASP298C,0101,KEY,0103,TuTh,11:00am,12:15pm
20,AASP298L,0201,JMZ,0208,MWF,12:00pm,12:50pm
21,AASP298V,0101,NCC,0130,W,1:00pm,4:00pm
22,AASP301,0101,TLF,1101,W,6:30pm,9:00pm
23,AASP313,0101,KEY,0103,M,6:00pm,8:30pm
24,AASP314,0101,SQH,1121,W,4:00pm,6:30pm
25,AASP386,0101,ASY,3221,Th,10:00am,12:30pm
26,AASP395,0101,WDS,1131,TuTh,11:00am,12:15pm
27,AASP396,0101,TLF,1102,W,3:00pm,5:30pm
28,AASP398Q,0101,TYD,1114,Th,4:00pm,6:30pm
29,AASP400H,0101,KEY,0100,TuTh,12:30pm,1:45pm
30,AASP498O,0101,TYD,1118,W,4:00pm,6:30pm
31,AASP498T,0101,WDS,1130,Tu,2:00pm,4:45pm
32,AASP499A,0101,TWS,1320,TuTh,11:00am,12:15pm
33,AASP499P,0101,LEF,1201,Tu,3:30pm,6:15pm
34,AAST200,0101,SQH,1101,TuTh,11:00am,12:15pm
35,AAST201,0101,SQH,1101,TuTh,2:00pm,3:15pm
36,AAST222,0101,SQH,1117,TuTh,12:30pm,1:45pm
37,AAST298A,0101,HJP,3120,TuTh,1:10pm,2:30pm
38,AAST398B,0101,SQH,1107,TuTh,8:00am,9:15am
39,AAST398D,0101,ASY,3207,Tu,5:00pm,7:45pm
40,AAST398E,0101,ASY,3211,TuTh,2:00pm,3:15pm
41,AAST398F,0101,JMP,2202,MWF,11:00am,11:50am
42,AAST398L,0101,TYD,0101,Th,5:00pm,7:30pm
43,AAST443,0101,SQH,1101,MW,2:00pm,3:15pm
44,AAST498D,0101,PAC,1809,TuTh,11:00am,12:15pm
45,AAST498I,0101,HBK,0115,TuTh,11:00am,12:15pm
46,AAST498J,0101,JMZ,1215,TuTh,2:00pm,3:15pm
47,AAST498M,0101,SQH,1123,M,5:00pm,7:30pm
48,AGNR200,0101,TWS,1313,M,4:00pm,6:00pm
49,AGNR270,0101,ESJ,2309,F,10:00am,12:30pm
50,AGNR301,0101,LEF,2205,TuTh,12:30pm,1:45pm
51,AMSC460,0101,MTH,0303,MWF,11:00am,11:50am
52,AMSC460,0201,MTH,0405,MWF,12:00pm,12:50pm
53,AMSC460,0301,MTH,0411,MWF,2:00pm,2:50pm
54,AMSC460,0401,MTH,0102,MWF,11:00am,11:50am
55,AMSC466,0101,MTH,0303,MWF,9:00am,9:50am
56,AMSC660,0101,MTH,B0425,TuTh,2:00pm,3:15pm
57,AMSC662,0101,CSI,4122,MW,5:00pm,6:15pm
58,AMSC663,0101,PHY,4222,TuTh,9:30am,10:45am
59,AMSC666,0101,CSI,4122,TuTh,2:00pm,3:15pm
60,AMSC670,0101,MTH,0407,TuTh,12:30pm,1:45pm
61,AMSC673,0101,MTH,0307,TuTh,11:00am,12:15pm
62,AMSC714,0101,MTH,1313,TuTh,5:00pm,6:15pm
63,AMSC763,0101,CSI,3120,TuTh,2:00pm,3:15pm
64,AMST101,0101,KEY,0123,MWF,9:00am,9:50am
65,AMST101,0201,KEY,0126,MWF,1:00pm,1:50pm
66,AMST101,0301,KEY,0120,TuTh,8:00am,9:15am
67,AMST101,0401,JMP,1202,TuTh,12:30pm,1:45pm
68,AMST202,0101,KEY,0116,MWF,10:00am,10:50am
69,AMST204,0101,HBK,0302J,TuTh,9:30am,10:45am
70,AMST205,0101,JMZ,0125,TuTh,9:30am,10:45am
71,AMST260,0101,ASY,2309,MW,2:00pm,2:50pm
72,AMST260,0102,ASY,2309,MW,2:00pm,2:50pm
73,AMST260,0103,ASY,2309,MW,2:00pm,2:50pm
74,AMST260,0104,ASY,2309,MW,2:00pm,2:50pm
75,AMST298C,0101,SQH,1101,TuTh,11:00am,12:15pm
76,AMST298I,0101,HJP,3120,TuTh,1:10pm,2:30pm
77,AMST298Q,0201,TWS,0214,TuTh,2:00pm,3:15pm
78,AMST328E,0101,TWS,0134,MWF,2:00pm,2:50pm
79,AMST328J,0101,ASY,3207,Tu,5:00pm,7:45pm
80,AMST328L,0101,JMP,2202,MWF,11:00am,11:50am
81,AMST340,0101,TWS,0134,TuTh,12:30pm,1:45pm
82,AMST340,0201,TWS,0134,MW,11:00am,12:15pm
83,AMST418O,0101,TWS,0330,TuTh,2:00pm,3:15pm
84,AMST428D,0101,WDS,1130,Tu,2:00pm,4:45pm
85,AMST429G,0101,TWS,0236,TuTh,2:00pm,3:15pm
86,AMST450,0201,TWS,0134,TuTh,11:00am,12:15pm
87,AMST498C,0101,TWS,0134,TuTh,2:00pm,3:15pm
88,AMST498L,0101,CHM,0128,TuTh,9:30am,10:45am
89,AMST498Q,0101,JMZ,1215,TuTh,2:00pm,3:15pm
90,AMST498V,0101,HBK,1112,MW,2:00pm,3:15pm
91,AMST498W,0101,SQH,1101,TuTh,9:30am,10:45am
92,AMST601,0101,TWS,0134,M,4:00pm,6:40pm
93,AMST628B,0101,TWS,0134,Th,4:00pm,6:40pm
94,AMST629C,0101,TWS,0134,Tu,4:00pm,6:40pm
95,AMST851,0101,TWS,0134,W,4:00pm,6:40pm
96,AMST856,0101,TWS,1313,W,4:00pm,6:40pm
97,ANSC101,0101,ESJ,0224,MWF,1:00pm,1:50pm
98,ANSC103,0101,ANS,1144,M,3:00pm,4:50pm
99,ANSC103,0201,ANS,1144,Tu,2:00pm,3:50pm
100,ANSC103,0301,ANS,1144,F,10:00am,11:50am
101,ANSC103,0401,ANS,1144,Th,2:00pm,3:50pm
102,ANSC103,0501,ANS,1144,W,3:00pm,4:50pm
103,ANSC103,0601,ANS,1144,M,10:00am,11:50am
104,ANSC211,0101,ANS,0408,MW,2:00pm,2:50pm
105,ANSC211,0102,ANS,0408,MW,2:00pm,2:50pm
106,ANSC211,0103,ANS,0408,MW,2:00pm,2:50pm
107,ANSC211,0104,ANS,0408,MW,2:00pm,2:50pm
108,ANSC227,0101,CHM,2201,TuTh,9:30am,10:20am
109,ANSC227,0102,CHM,2201,TuTh,9:30am,10:20am
110,ANSC227,0103,CHM,2201,TuTh,9:30am,10:20am
111,ANSC242,0101,ANS,0408,TuTh,11:00am,12:15pm
112,ANSC252,0101,ANS,0408,M,4:00pm,5:50pm
113,ANSC255,0101,ANS,1144,TuTh,11:00am,12:50pm
114,ANSC270,0101,ANS,0412,TuTh,11:00am,12:15pm
115,ANSC275,0101,ANS,0412,MWF,11:00am,11:50am
116,ANSC314,0101,ANS,0408,MWF,9:00am,9:50am
117,ANSC330,0101,ANS,0402,MW,1:00pm,1:50pm
118,ANSC359,0101,ANS,0402,Tu,3:30pm,5:30pm
119,ANSC379,0101,ANS,1408,W,12:00pm,12:50pm
120,ANSC417,0101,ANS,0402,TuTh,12:30pm,1:45pm
121,ANSC437,0101,ANS,0412,MWF,10:00am,10:50am
122,ANSC446,0101,ANS,0408,TuTh,2:00pm,3:15pm
123,ANSC447,0101,ANS,0108,F,12:00pm,1:50pm
124,ANSC450,0101,ANS,0412,MWF,9:00am,9:50am
125,ANSC455,0101,ANS,0408,MW,11:00am,11:50am
126,ANSC489A,0101,ANS,0412,TuTh,8:00am,9:15am
127,ANSC698C,0101,ANS,0408,Tu,3:30pm,5:30pm
128,ANSC698D,0101,ANS,0408,Tu,3:30pm,5:30pm
129,ANTH210,0101,ESJ,2212,TuTh,2:00pm,2:50pm
130,ANTH210,0102,ESJ,2212,TuTh,2:00pm,2:50pm
131,ANTH210,0103,ESJ,2212,TuTh,2:00pm,2:50pm
132,ANTH221,FC01,WDS,0124C,TuTh,6:00pm,7:15pm
133,ANTH222,0101,ATL,2324,TuTh,11:00am,12:15pm
134,ANTH222,0102,ATL,2324,TuTh,11:00am,12:15pm
135,ANTH222,0103,ATL,2324,TuTh,11:00am,12:15pm
136,ANTH222,0104,ATL,2324,TuTh,11:00am,12:15pm
137,ANTH222,0105,ATL,2324,TuTh,11:00am,12:15pm
138,ANTH222,0106,ATL,2324,TuTh,11:00am,12:15pm
139,ANTH222,FC01,HBK,0103,TuTh,4:30pm,5:45pm
140,ANTH222,FC02,HBK,0103,TuTh,4:30pm,5:45pm
141,ANTH240,0101,TWS,0310,TuTh,11:00am,12:15pm
142,ANTH240,0201,WDS,1114,MWF,11:00am,11:50am
143,ANTH240,FC01,HBK,0115,MW,4:30pm,5:45pm
144,ANTH260,0101,MMH,1400,TuTh,1:00pm,1:50pm
145,ANTH260,0102,MMH,1400,TuTh,1:00pm,1:50pm
146,ANTH260,0103,MMH,1400,TuTh,1:00pm,1:50pm
147,ANTH260,0104,MMH,1400,TuTh,1:00pm,1:50pm
148,ANTH260,0105,MMH,1400,TuTh,1:00pm,1:50pm
149,ANTH260,0106,MMH,1400,TuTh,1:00pm,1:50pm
150,ANTH260,FC01,TYD,2106,TuTh,7:30pm,8:45pm
151,ANTH263,FC01,TYD,1118,TuTh,6:00pm,7:15pm
152,ANTH264,0101,ESJ,1215,TuTh,9:30am,10:20am
153,ANTH264,0102,ESJ,1215,TuTh,9:30am,10:20am
154,ANTH264,0103,ESJ,1215,TuTh,9:30am,10:20am
155,ANTH266,FC01,KEY,0116,MW,6:00pm,7:15pm
156,ANTH305,0101,KEY,0116,TuTh,2:00pm,3:15pm
157,ANTH322,0101,PHY,1219,TuTh,12:30pm,1:45pm
158,ANTH360,0101,WDS,1114,MW,12:00pm,12:50pm
159,ANTH398N,0101,WDS,1131,W,1:00pm,1:50pm
160,ANTH411,0101,WDS,1114,TuTh,11:00am,12:15pm
161,ANTH412,0101,KEY,0125,TuTh,3:30pm,4:45pm
162,ANTH414,0101,ASY,3207,TuTh,9:30am,10:45am
163,ANTH433,0101,WDS,1130,Tu,2:00pm,4:45pm
164,ANTH447,0101,WDS,1130,TuTh,12:30pm,1:45pm
165,ANTH452,0101,HBK,1108,Tu,2:00pm,4:45pm
166,ANTH462,0101,SQH,1107,M,2:00pm,4:45pm
167,ANTH464,0101,TYD,0111,M,2:00pm,4:45pm
168,ANTH468W,0101,PAC,1809,TuTh,2:00pm,3:15pm
169,ANTH601,0101,WDS,1130,Tu,5:00pm,7:40pm
170,ANTH606,0101,BPS,1228,W,12:00pm,2:45pm
171,ANTH611,0101,WDS,1114,TuTh,11:00am,12:15pm
172,ANTH612,0101,KEY,0125,TuTh,3:30pm,4:45pm
173,ANTH624,0101,ASY,3207,TuTh,9:30am,10:45am
174,ANTH633,0101,WDS,1130,Tu,2:00pm,4:45pm
175,ANTH647,0101,WDS,1130,TuTh,12:30pm,1:45pm
176,ANTH652,0101,HBK,1108,Tu,2:00pm,4:45pm
177,ANTH664,0101,TYD,0111,M,2:00pm,4:45pm
178,ANTH760,0101,WDS,1130,M,6:00pm,8:45pm
179,ANTH856,0101,TWS,1313,W,4:00pm,6:40pm
180,AOSC123,0101,ATL,2416,MW,12:00pm,12:50pm
181,AOSC200,0101,ATL,2324,TuTh,12:30pm,1:45pm
182,AOSC200,0102,ATL,2324,TuTh,12:30pm,1:45pm
183,AOSC200,0103,ATL,2324,TuTh,12:30pm,1:45pm
184,AOSC200,0104,ATL,2324,TuTh,12:30pm,1:45pm
185,AOSC200,0201,ATL,2324,TuTh,2:00pm,3:15pm
186,AOSC200,0202,ATL,2324,TuTh,2:00pm,3:15pm
187,AOSC200,0203,ATL,2324,TuTh,2:00pm,3:15pm
188,AOSC200,0204,ATL,2324,TuTh,2:00pm,3:15pm
189,AOSC200,0301,ATL,2316,TuTh,11:00am,12:15pm
190,AOSC201,0101,ATL,3426,Tu,3:30pm,5:30pm
191,AOSC201,0102,ATL,3426,W,10:00am,12:00pm
192,AOSC201,0103,ATL,3426,F,10:00am,12:00pm
193,AOSC201,0104,ATL,3426,W,4:00pm,6:00pm
194,AOSC201,0105,ATL,3426,M,2:00pm,4:00pm
195,AOSC201,0106,ATL,3426,Tu,10:00am,12:00pm
196,AOSC201,0107,ATL,3426,M,10:00am,12:00pm
197,AOSC201,0108,ATL,3426,F,2:00pm,4:00pm
198,AOSC201,0109,ATL,3426,Tu,1:00pm,3:00pm
199,AOSC375,0101,ATL,1109,TuTh,11:00am,12:15pm
200,AOSC400,0101,ATL,2416,TuTh,11:00am,12:15pm
201,AOSC420,0101,ATL,2416,MW,3:15pm,4:30pm
202,AOSC431,0101,ATL,2416,TuTh,9:30am,10:45am
203,AOSC431,AM01,ATL,2416,TuTh,9:30am,10:45am
204,AOSC470,0101,ATL,2416,TuTh,5:00pm,6:15pm
205,AOSC494,0101,ATL,2400,Th,3:30pm,5:00pm
206,AOSC600,0101,ATL,2416,TuTh,5:00pm,6:15pm
207,AOSC600,AM01,ATL,2416,TuTh,5:00pm,6:15pm
208,AOSC610,0101,ATL,2428,MWF,9:00am,9:50am
209,AOSC610,AM01,ATL,2428,MWF,9:00am,9:50am
210,AOSC614,0101,ATL,3400,W,10:00am,12:30pm
211,AOSC614,AM01,ATL,3400,W,10:00am,12:30pm
212,AOSC620,0101,ATL,2416,TuTh,2:00pm,3:15pm
213,AOSC620,AM01,ATL,2416,TuTh,2:00pm,3:15pm
214,AOSC652,0101,ATL,3426,MWF,12:45pm,1:50pm
215,AOSC652,AM01,ATL,3426,MWF,12:45pm,1:50pm
216,AOSC658L,0101,ITV,1100,TuTh,12:30pm,1:45pm
217,AOSC670,0101,ATL,2416,MW,3:15pm,4:30pm
218,AOSC670,AM01,ATL,2416,MW,3:15pm,4:30pm
219,AOSC680,0101,ATL,1114,TuTh,12:30pm,1:45pm
220,AOSC680,AM01,ATL,1114,TuTh,12:30pm,1:45pm
221,ARAB104,0101,JMZ,1103,MWF,10:00am,11:50am
222,ARAB104,0201,JMZ,3120,MWF,2:00pm,3:50pm
223,ARAB104,0301,JMZ,3120,MWF,12:00pm,1:50pm
224,ARAB104,0401,HJP,2118,MWF,1:00pm,2:50pm
225,ARAB204,0101,JMZ,0205,MWF,12:00pm,1:50pm
226,ARAB204,0201,HJP,3142,MWF,10:00am,11:50am
227,ARAB206,0101,JMZ,3118,TuTh,12:30pm,1:45pm
228,ARAB253,0101,JMZ,2117,TuTh,3:30pm,4:45pm
229,ARAB304,0101,JMZ,2120,TuTh,2:00pm,3:15pm
230,ARAB304,0201,JMZ,2120,MW,3:00pm,4:15pm
231,ARAB499E,0101,PLS,1115,TuTh,12:30pm,1:45pm
232,ARAB499O,0101,JMZ,0208,TuTh,9:30am,10:45am
233,ARAB499P,0101,HJP,2118,MW,3:00pm,4:15pm
234,ARCH170,FC01,ARC,1105,TuTh,7:30pm,8:45pm
235,ARCH171,0101,ARC,1103,TuTh,11:00am,12:15pm
236,ARCH226,0101,ESJ,2204,TuTh,3:30pm,4:45pm
237,ARCH270,0101,ARC,0204,TuTh,2:00pm,3:15pm
238,ARCH271,0101,ESJ,1224,TuTh,3:30pm,4:45pm
239,ARCH426,0101,SQH,1125,TuTh,6:30pm,7:45pm
240,ARCH428C,0101,ARC,1101,TuTh,2:00pm,3:15pm
241,ARCH428L,0101,WDS,1130,Tu,2:00pm,4:45pm
242,ARCH430,0101,ARC,0204,TuTh,5:00pm,6:15pm
243,ARCH443,0101,ARC,1111,W,10:00am,12:40pm
244,ARCH462,0101,ARC,0204,TuTh,12:30pm,1:45pm
245,ARCH464,0101,ARC,0204,TuTh,9:30am,10:45am
246,ARCH466,0101,ARC,0204,TuTh,11:00am,12:15pm
247,ARCH467,0101,ARC,1111,TuTh,3:30pm,4:45pm
248,ARCH470,0101,ARC,1115,Tu,7:00pm,9:30pm
249,ARCH478J,0101,ARC,1111,TuTh,9:30am,10:45am
250,ARCH478T,0101,ARC,1111,M,10:00am,12:40pm
251,ARCH611,0101,ARC,1103,TuTh,5:00pm,6:15pm
252,ARCH628C,0101,ARC,1101,TuTh,2:00pm,3:15pm
253,ARCH628L,0101,WDS,1130,Tu,2:00pm,4:45pm
254,ARCH678J,0101,ARC,1111,TuTh,9:30am,10:45am
255,ARCH678L,0101,ARC,1127,W,7:00pm,9:40pm
256,ARCH678T,0101,ARC,1111,M,10:00am,12:40pm
257,ARCH678V,0101,ARC,1127,Th,7:00pm,9:40pm
258,ARCH700,0101,ARC,1127,TuTh,1:00pm,6:00pm
259,ARCH770,0101,ARC,1101,M,11:00am,1:50pm
260,ARCH797,0101,ARC,1105,TuTh,9:00am,10:15am
261,AREC200,0101,ESJ,2204,MW,10:00am,10:50am
262,AREC200,0102,ESJ,2204,MW,10:00am,10:50am
263,AREC200,0103,ESJ,2204,MW,10:00am,10:50am
264,AREC200,0104,ESJ,2204,MW,10:00am,10:50am
265,AREC240,0101,TYD,1102,TuTh,5:00pm,6:15pm
266,AREC240,0102,TYD,1102,TuTh,5:00pm,6:15pm
267,AREC250,0101,SYM,0200,TuTh,5:00pm,6:15pm
268,AREC306,0101,HJP,2242,MW,3:30pm,4:45pm
269,AREC326,0101,SQH,1121,TuTh,9:30am,10:45am
270,AREC365,0101,PHY,1412,MWF,1:00pm,1:50pm
271,AREC430,0101,MCB,1207,MWF,9:00am,9:50am
272,AREC433,0101,SYM,0215,MWF,10:00am,10:50am
273,AREC453,0101,ASY,2309,TuTh,5:00pm,6:15pm
274,AREC455,0101,SYM,0200,TuTh,3:30pm,4:45pm
275,AREC489O,0101,PHY,0405,TuTh,9:30am,10:45am
276,AREC489R,0101,SYM,0209,TuTh,3:30pm,4:45pm
277,AREC620,0101,SYM,0115,W,5:30pm,8:00pm
278,AREC623,0101,EGR,3106,M,2:00pm,5:00pm
279,AREC632,0101,SYM,0209,TuTh,9:30am,10:45am
280,AREC785,0101,HBK,0123,MW,12:30pm,1:45pm
281,AREC832,0101,SYM,0209,TuTh,9:30am,10:45am
282,AREC846,0101,TYD,1108,MW,9:30am,10:45am
283,AREC892,0101,SYM,2200B,MW,11:00am,12:15pm
284,ARHU158G,0101,TWS,1313,MW,10:00am,11:15am
285,ARHU158J,0101,TWS,1313,TuTh,3:30pm,4:45pm
286,ARHU158K,0101,TWS,1313,TuTh,9:30am,10:45am
287,ARHU275,0101,KEY,0119,TuTh,3:30pm,4:45pm
288,ARHU275,0201,TWS,0221,MWF,10:00am,10:50am
289,ARHU275,0202,TWS,0221,MWF,10:00am,10:50am
290,ARHU298L,FC01,SQH,1121,TuTh,4:30pm,5:45pm
291,ARHU299T,0101,ESJ,2309,F,10:00am,12:30pm
292,ARHU309,0101,QAN,1132,W,3:30pm,5:00pm
293,ARHU309,0201,QAN,1132,W,7:00pm,8:30pm
294,ARHU309,0301,QAN,1132,W,5:15pm,6:45pm
295,ARHU319,0101,QAN,1132,M,3:30pm,6:00pm
296,ARHU319,0201,QAN,1132,Th,5:30pm,8:00pm
297,ARHU468A,0101,LEF,1201,Th,4:00pm,5:30pm
298,ARMY106,0101,TWS,1310,TuTh,11:00am,12:15pm
299,ARMY106,0102,HJP,2242,MWF,9:00am,9:50am
300,ARMY106,FC01,PLS,1119,MW,6:00pm,7:15pm
301,ARMY201,0101,JMZ,0208,W,2:00pm,3:50pm
302,ARMY201,0102,PHY,0405,Th,2:00pm,3:50pm
303,ARMY301,0101,SQH,1105,Tu,1:00pm,3:45pm
304,ARMY401,0101,HBK,0103,TuTh,1:00pm,2:30pm
305,ARSC059,0101,ARM,0126,Th,7:00am,8:50am
306,ARSC100,0101,ESJ,1309,Tu,9:00am,9:50am
307,ARSC100,0102,ATL,2324,Th,9:00am,9:50am
308,ARSC200,0101,PHY,1204,Th,10:00am,10:50am
309,ARSC200,0103,ARM,0118,Tu,11:00am,11:50am
310,ARSC300,0101,JMZ,0120,Th,9:00am,12:00pm
311,ARSC300,0201,SKN,1112,TuTh,12:30pm,2:00pm
312,ARSC400,0101,ARM,0118,Th,9:00am,12:00pm
313,ARSC400,0201,ARM,0118,TuTh,2:00pm,3:30pm
314,ARTH200,0101,ASY,2203,TuTh,11:00am,11:50am
315,ARTH200,0102,ASY,2203,TuTh,11:00am,11:50am
316,ARTH200,0103,ASY,2203,TuTh,11:00am,11:50am
317,ARTH200,0104,ASY,2203,TuTh,11:00am,11:50am
318,ARTH200,0105,ASY,2203,TuTh,11:00am,11:50am
319,ARTH200,0106,ASY,2203,TuTh,11:00am,11:50am
320,ARTH201,0101,ASY,2203,MW,11:00am,11:50am
321,ARTH201,0102,ASY,2203,MW,11:00am,11:50am
322,ARTH201,0103,ASY,2203,MW,11:00am,11:50am
323,ARTH201,0104,ASY,2203,MW,11:00am,11:50am
324,ARTH201,FC01,ASY,3211,MW,3:00pm,4:15pm
325,ARTH292,0101,ASY,2203,MW,10:00am,10:50am
326,ARTH292,0102,ASY,2203,MW,10:00am,10:50am
327,ARTH292,0103,ASY,2203,MW,10:00am,10:50am
328,ARTH292,0104,ASY,2203,MW,10:00am,10:50am
329,ARTH305,0101,KEY,0116,TuTh,2:00pm,3:15pm
330,ARTH320,0101,ASY,3215,TuTh,11:00am,12:15pm
331,ARTH335,0101,ASY,3211,TuTh,12:30pm,1:45pm
332,ARTH345,0101,ASY,3211,TuTh,11:00am,12:15pm
333,ARTH350,0101,ASY,3215,TuTh,9:30am,10:45am
334,ARTH359M,0101,ASY,4213A,W,3:30pm,7:00pm
335,ARTH362,0101,ASY,3217,TuTh,11:00am,12:15pm
336,ARTH372,0101,ASY,3211,TuTh,9:30am,10:45am
337,ARTH389A,0101,ASY,4306,W,2:00pm,4:30pm
338,ARTH389B,0101,ASY,2318,F,10:00am,12:30pm
339,ARTH389N,0101,ASY,3217,TuTh,9:30am,10:45am
340,ARTH389P,0101,ASY,3215,TuTh,2:00pm,3:15pm
341,ARTH389R,0101,HBK,0302J,TuTh,11:00am,12:15pm
342,ARTH465,0101,ASY,3215,TuTh,12:30pm,1:45pm
343,ARTH488B,0101,ASY,3217,TuTh,12:30pm,1:45pm
344,ARTH488I,0101,HBK,0302J,TuTh,12:30pm,1:45pm
345,ARTH488V,0101,ASY,3215,M,3:00pm,5:30pm
346,ARTH692,0101,ASY,4304,Th,3:00pm,5:40pm
347,ARTH708,0101,ASY,4304,Tu,3:00pm,5:40pm
348,ARTH738,0101,ASY,4304,M,3:00pm,5:40pm
349,ARTH779,0101,ASY,4304,M,12:00pm,2:40pm
350,ARTT100,0101,ASY,2318,TuTh,12:30pm,3:00pm
351,ARTT100,0201,ASY,2318,TuTh,12:30pm,3:00pm
352,ARTT100,0301,ASY,2318,TuTh,3:00pm,5:30pm
353,ARTT100,0401,ASY,2318,TuTh,3:00pm,5:30pm
354,ARTT100,0501,ASY,2318,MW,12:30pm,3:00pm
355,ARTT100,0601,ASY,2318,MW,12:30pm,3:00pm
356,ARTT100,0701,ASY,2318,MW,3:00pm,5:30pm
357,ARTT100,0801,ASY,2318,MW,3:00pm,5:30pm
358,ARTT110,0101,ASY,2317,MW,9:00am,11:30am
359,ARTT110,0201,ASY,2321,MW,9:00am,11:30am
360,ARTT110,0301,ASY,2317,TuTh,3:30pm,6:00pm
361,ARTT110,0401,ASY,2321,TuTh,3:30pm,6:00pm
362,ARTT110,0501,ASY,2317,TuTh,9:00am,11:30am
363,ARTT110,0701,ASY,2321,MW,3:30pm,6:00pm
364,ARTT110,0801,ASY,2317,MW,3:30pm,6:00pm
365,ARTT110,0901,ASY,2317,TuTh,12:30pm,3:00pm
366,ARTT110,1001,ASY,2321,TuTh,12:30pm,3:00pm
367,ARTT110,1101,ASY,2321,MW,12:30pm,3:00pm
368,ARTT110,1201,ASY,2317,MW,12:30pm,3:00pm
369,ARTT110,FC01,ASY,2317,MW,6:00pm,8:30pm
370,ARTT110S,0601,ASY,2321,TuTh,9:00am,11:30am
371,ARTT150,0101,ASY,2309,MW,1:00pm,1:50pm
372,ARTT150,0102,ASY,2309,MW,1:00pm,1:50pm
373,ARTT150,0103,ASY,2309,MW,1:00pm,1:50pm
374,ARTT150,0201,ASY,2309,TuTh,3:30pm,4:20pm
375,ARTT150,0202,ASY,2309,TuTh,3:30pm,4:20pm
376,ARTT150,0203,ASY,2309,TuTh,3:30pm,4:20pm
377,ARTT150,FC01,ASY,3211,TuTh,6:00pm,7:15pm
378,ARTT200,0101,ASY,1311,MW,9:00am,11:30am
379,ARTT200,0201,ASY,1311,TuTh,12:30pm,3:00pm
380,ARTT200,0301,ASY,1311,MW,12:30pm,3:00pm
381,ARTT210,0101,ASY,2315,TuTh,12:30pm,3:00pm
382,ARTT210,0201,ASY,2315,MW,3:00pm,5:30pm
383,ARTT210,0301,ASY,2315,MW,12:30pm,3:00pm
384,ARTT210,0401,ASY,2315,TuTh,3:00pm,5:30pm
385,ARTT255,0101,ATL,1410,MW,9:00am,11:30am
386,ARTT255,0201,ATL,1410,TuTh,3:30pm,6:00pm
387,ARTT255,0301,ATL,1410,MW,1:00pm,3:30pm
388,ARTT320,0101,ASY,3312,TuTh,12:30pm,3:00pm
389,ARTT320,0201,ASY,3322,MW,9:00am,11:30am
390,ARTT320,0301,ASY,3322,MW,3:30pm,6:00pm
391,ARTT330H,0101,ASY,1310,MW,12:30pm,3:00pm
392,ARTT331,0101,ASY,1314,TuTh,12:30pm,3:00pm
393,ARTT333H,0101,ASY,1311,TuTh,3:00pm,5:30pm
394,ARTT340H,0101,ASY,1317,MW,12:30pm,3:00pm
395,ARTT341H,0101,ASY,1317,MW,9:00am,11:30am
396,ARTT343H,0101,ASY,1317,TuTh,12:30pm,3:00pm
397,ARTT355,0101,ASY,2322,MW,9:00am,11:30am
398,ARTT356,0101,ASY,2322,TuTh,9:00am,11:30am
399,ARTT370,0101,ASY,3304,TuTh,12:30pm,3:00pm
400,ARTT418B,0101,ASY,2314,TuTh,12:30pm,3:00pm
401,ARTT418B,0301,ASY,2314,MW,3:30pm,6:00pm
402,ARTT418H,0101,ASY,2314,MW,3:30pm,6:00pm
403,ARTT418H,0201,ASY,2314,TuTh,12:30pm,3:00pm
404,ARTT418H,0301,ASY,2314,TuTh,3:30pm,6:00pm
405,ARTT428,0101,ASY,3318,TuTh,12:30pm,3:00pm
406,ARTT428,0201,ASY,3316,TuTh,3:30pm,6:00pm
407,ARTT428,0301,ASY,3322,MW,9:00am,11:30am
408,ARTT428H,0101,ASY,3312,TuTh,3:30pm,6:00pm
409,ARTT428H,0201,ASY,3322,TuTh,12:30pm,3:00pm
410,ARTT428H,0301,ASY,3322,MW,9:00am,11:30am
411,ARTT438A,0101,ASY,1310,MW,3:00pm,5:30pm
412,ARTT438C,0101,ASY,1314,MW,3:00pm,5:30pm
413,ARTT438D,0101,ASY,1311,TuTh,3:00pm,5:30pm
414,ARTT438H,0101,ASY,1311,TuTh,3:00pm,5:30pm
415,ARTT438H,0201,ASY,1314,MW,3:00pm,5:30pm
