,Course,Section,Building Code,Room Number,Meeting Days,Start Time,Finish Time
3239,ENST410,0101,EGR,0108,TuTh,5:00pm,6:15pm
3240,ENST411,0101,ANS,1420,TuTh,12:30pm,1:45pm
3241,ENST414,0101,ATL,2416,MWF,10:00am,10:50am
3242,ENST415,0101,ANS,0422,MWF,11:00am,11:50am
3243,ENST417,0101,JMP,1202,TuTh,11:00am,12:15pm
3244,ENST422,0101,SPH,0305,TuTh,2:00pm,3:15pm
3245,ENST434,0101,ANS,0422,M,4:00pm,6:45pm
3246,ENST450,0101,ANS,0412,TuTh,2:00pm,3:15pm
3247,ENST460,0101,ANS,0412,TuTh,12:30pm,1:45pm
3248,ENST461,0101,ANS,0412,TuTh,9:30am,10:45am
3249,ENST471,0101,ATL,2400,W,1:00pm,3:00pm
3250,ENST487,0101,BPS,1232,M,1:00pm,2:50pm
3251,ENST489Z,0101,ANS,0422,TuTh,2:00pm,3:15pm
3252,ENST499K,0101,ANS,0422,MWF,10:00am,10:50am
3253,ENST499L,0101,ANS,0422,M,12:00pm,12:50pm
3254,ENST499R,0101,ANS,0538,TuTh,12:30pm,1:45pm
3255,ENST499V,0101,ANS,1422,TuTh,11:00am,12:15pm
3256,ENST602,0101,ANS,1420,TuTh,11:00am,12:15pm
3257,ENST604,0101,ANS,0422,TuTh,11:00am,12:15pm
3258,ENST611,0101,ANS,1420,TuTh,12:30pm,1:45pm
3259,ENST622,0101,SPH,0305,TuTh,2:00pm,3:15pm
3260,ENST650,0101,ANS,0412,TuTh,2:00pm,3:15pm
3261,ENST689O,0101,ANS,1420,M,4:00pm,4:50pm
3262,ENST689R,0101,ANS,1422,Tu,1:00pm,2:15pm
3263,ENST689V,0101,ANS,1422,TuTh,11:00am,12:15pm
3264,ENST798,0101,ANS,0408,W,4:00pm,4:50pm
3265,ENTM699K,0101,BPS,1208,W,12:00pm,1:40pm
3266,ENTM701,0101,BPS,1208,Tu,6:00pm,8:00pm
3267,ENTM788C,0101,PLS,1130,F,12:00pm,12:50pm
3268,ENTS622,0101,ATL,2428,M,5:30pm,8:15pm
3269,ENTS622,0102,ATL,2428,M,5:30pm,8:15pm
3270,ENTS622,0201,PHY,4221,M,9:00am,11:45am
3271,ENTS622,0202,PHY,4221,M,9:00am,11:45am
3272,ENTS625,0101,SQH,1105,Th,5:30pm,8:15pm
3273,ENTS625,0201,SQH,1105,Th,2:00pm,4:45pm
3274,ENTS629A,0101,EGR,0135,W,5:30pm,8:15pm
3275,ENTS630,0101,SQH,1105,W,5:30pm,8:15pm
3276,ENTS630,0201,SQH,1105,W,2:00pm,4:45pm
3277,ENTS632,0101,SQH,1119,Tu,5:30pm,8:15pm
3278,ENTS632,0201,SQH,1119,Tu,2:00pm,4:45pm
3279,ENTS635,0101,SQH,1105,M,5:30pm,8:15pm
3280,ENTS635,0201,SQH,1105,M,2:00pm,4:45pm
3281,ENTS640,0101,ITV,1100,Th,5:30pm,8:15pm
3282,ENTS640,0102,ITV,1100,Th,5:30pm,8:15pm
3283,ENTS640,0201,ITV,1100,Th,2:00pm,4:45pm
3284,ENTS640,0202,ITV,1100,Th,2:00pm,4:45pm
3285,ENTS641,0101,EGR,3106,Th,5:30pm,8:15pm
3286,ENTS649B,0101,JMP,1109,F,9:00am,11:45am
3287,ENTS653,0101,EGR,0135,Tu,5:30pm,8:15pm
3288,ENTS657,0101,EGR,1104,W,5:30pm,8:15pm
3289,ENTS669B,0101,AVW,1324,M,5:30pm,8:15pm
3290,ENTS669E,0101,ATL,1113,MW,11:00am,12:15pm
3291,ENTS673,0101,SQH,2120,Tu,5:30pm,8:15pm
3292,ENTS689A,0101,EGR,1104,W,2:00pm,4:45pm
3293,ENTS689F,0101,EGR,2154,F,5:30pm,8:15pm
3294,ENTS689N,0101,EGR,2116,M,5:30pm,8:15pm
3295,ENTS699K,0101,ATL,1114,M,1:00pm,3:45pm
3296,ENTS749B,0101,AVW,1458,M,5:30pm,8:15pm
3297,ENTS749D,0101,AVW,1324,F,2:00pm,4:45pm
3298,ENTS759D,0101,CHE,2118,F,2:00pm,4:45pm
3299,EPIB300,0101,ESJ,2208,TuTh,9:30am,10:20am
3300,EPIB300,0102,ESJ,2208,TuTh,9:30am,10:20am
3301,EPIB300,0103,ESJ,2208,TuTh,9:30am,10:20am
3302,EPIB300,0104,ESJ,2208,TuTh,9:30am,10:20am
3303,EPIB300,0105,ESJ,2208,TuTh,9:30am,10:20am
3304,EPIB300,0106,ESJ,2208,TuTh,9:30am,10:20am
3305,EPIB301,0101,ESJ,2208,TuTh,2:00pm,2:50pm
3306,EPIB301,0102,ESJ,2208,TuTh,2:00pm,2:50pm
3307,EPIB301,0103,ESJ,2208,TuTh,2:00pm,2:50pm
3308,EPIB301,0104,ESJ,2208,TuTh,2:00pm,2:50pm
3309,EPIB301,0105,ESJ,2208,TuTh,2:00pm,2:50pm
3310,EPIB301,0106,ESJ,2208,TuTh,2:00pm,2:50pm
3311,EPIB301,SG91,BLD2,3022,W,5:15pm,8:00pm
3312,EPIB330,0101,JMZ,0205,TuTh,9:30am,10:45am
3313,EPIB330,SG91,BLD3,4212,Th,5:15pm,7:45pm
3314,EPIB610,0101,SPH,0302,Th,4:00pm,6:45pm
3315,EPIB610,0102,SPH,1302,Th,4:00pm,6:45pm
3316,EPIB612,0101,SPH,0307,M,4:00pm,6:45pm
3317,EPIB622,0101,SPH,0308,Th,4:00pm,6:45pm
3318,EPIB626,0101,SPH,0301,Th,1:00pm,3:45pm
3319,EPIB630,0101,SPH,0302,Tu,11:00am,1:45pm
3320,EPIB650,0101,SPH,0302,Tu,4:00pm,6:45pm
3321,EPIB650,0102,SPH,0308,Tu,4:00pm,6:45pm
3322,EPIB651,0101,ATL,2316,Th,1:00pm,3:45pm
3323,EPIB652,0101,SPH,0301,W,4:00pm,6:45pm
3324,EPIB655,0101,SPH,0301,Tu,1:00pm,3:45pm
3325,EPIB697,0101,SPH,2234CC,W,4:00pm,6:45pm
3326,FGSM320,0101,SPH,1302,Tu,3:30pm,6:30pm
3327,FGSM330,0101,PLS,1117,M,6:30pm,9:30pm
3328,FGSM340,0101,BPS,1236,Tu,3:30pm,6:30pm
3329,FGSM350,0101,PLS,1172,Tu,7:00pm,10:00pm
3330,FGSM360,0101,PLS,1117,Th,7:30pm,10:30pm
3331,FGSM370,0101,SQH,1101,W,5:00pm,8:00pm
3332,FGSM380,0101,SQH,1107,W,5:30pm,8:30pm
3333,FILM245,0101,TWS,0320,MW,2:00pm,2:50pm
3334,FILM245,0102,TWS,0320,MW,2:00pm,2:50pm
3335,FILM245,0103,TWS,0320,MW,2:00pm,2:50pm
3336,FILM245,0104,TWS,0320,MW,2:00pm,2:50pm
3337,FILM245,0201,TWS,0320,TuTh,2:00pm,3:15pm
3338,FILM298B,0101,KEY,0121,MW,3:30pm,4:45pm
3339,FILM301,0101,HBK,0302H,M,10:00am,11:50am
3340,FILM345,0101,TWS,1106,TuTh,12:30pm,1:45pm
3341,FILM359N,0101,HBK,0302J,TuTh,11:00am,12:15pm
3342,FILM419B,0101,TWS,0214,MW,5:00pm,7:00pm
3343,FILM419C,0101,JMZ,2206,TuTh,3:30pm,4:45pm
3344,FILM420,0101,KNI,1103,TuTh,3:30pm,4:45pm
3345,FILM429I,0101,HBK,0302J,TuTh,12:30pm,1:45pm
3346,FILM469I,0101,HBK,0302H,Tu,2:00pm,5:00pm
3347,FIRE120H,0101,ATL,2339,M,11:00am,11:50am
3348,FIRE120H,0201,ATL,2339,W,10:00am,10:50am
3349,FIRE250,0101,ATL,2339,W,1:00pm,1:50pm
3350,FIRE251,0101,ATL,2339,Tu,11:00am,11:50am
3351,FIRE253,0101,ATL,2339,W,12:00pm,12:50pm
3352,FIRE254,0101,ATL,2339,Tu,12:30pm,1:20pm
3353,FIRE255,0101,ATL,2339,W,2:00pm,2:50pm
3354,FIRE257,0101,ATL,2339,W,3:00pm,3:50pm
3355,FIRE260,0101,ATL,2339,W,4:00pm,4:50pm
3356,FIRE263,0101,ATL,2339,Th,11:00am,11:50am
3357,FIRE263,0201,ATL,2339,Th,11:00am,11:50am
3358,FIRE264,0101,ATL,2339,Tu,3:30pm,4:20pm
3359,FIRE265,0101,ATL,2339,Th,12:30pm,1:20pm
3360,FIRE266,0101,ATL,2339,Th,2:00pm,2:50pm
3361,FIRE267,0101,ATL,2339,Tu,2:00pm,2:50pm
3362,FIRE270,0101,ATL,2339,Th,3:30pm,4:20pm
3363,FMSC110S,0101,CCC,1100,TuTh,11:00am,12:15pm
3364,FMSC170,FC01,ESJ,1215,TuTh,3:00pm,4:15pm
3365,FMSC190,0101,BPS,1250,TuTh,3:30pm,4:45pm
3366,FMSC260,0101,KEB,1110,TuTh,12:30pm,1:45pm
3367,FMSC290,0101,SPH,1312,TuTh,5:00pm,6:15pm
3368,FMSC302,0101,SPH,1303,TuTh,9:30am,10:45am
3369,FMSC310,0201,SPH,1302,TuTh,11:00am,12:15pm
3370,FMSC310,0301,SPH,1302,MWF,10:00am,10:50am
3371,FMSC310,SG91,BLD3,3240,M,5:15pm,7:45pm
3372,FMSC330,0101,SPH,1301,TuTh,9:30am,10:45am
3373,FMSC330,0201,EGR,1108,TuTh,2:00pm,3:15pm
3374,FMSC330,0301,SPH,1301,TuTh,11:00am,12:15pm
3375,FMSC332,0101,SPH,1303,TuTh,11:00am,12:15pm
3376,FMSC332,0201,SPH,1303,MWF,12:00pm,12:50pm
3377,FMSC341,0101,SPH,1312,TuTh,6:30pm,7:45pm
3378,FMSC381,0101,SPH,1302,MWF,9:00am,9:50am
3379,FMSC381,0201,SPH,1303,TuTh,3:30pm,4:45pm
3380,FMSC383,0101,SPH,1301,MWF,11:00am,11:50am
3381,FMSC430,0101,CCC,1111,TuTh,11:00am,12:15pm
3382,FMSC431,0101,SPH,1301,TuTh,12:30pm,1:45pm
3383,FMSC432,0101,SPH,0302,MWF,10:00am,10:50am
3384,FMSC432,0201,SPH,0302,MWF,12:00pm,12:50pm
3385,FMSC460,0101,SPH,1301,MWF,9:00am,9:50am
3386,FMSC477,0101,SPH,0302,W,3:30pm,5:00pm
3387,FMSC487,0101,SPH,1302,TuTh,9:30am,10:45am
3388,FMSC487,0201,SPH,1303,TuTh,12:30pm,1:45pm
3389,FREN250H,0101,JMZ,0125,MWF,10:00am,10:50am
3390,FREN250H,0201,JMZ,1122,MWF,11:00am,11:50am
3391,FREN301H,0201,JMZ,3118,MW,3:30pm,4:45pm
3392,FREN303,0101,JMZ,2123,TuTh,11:00am,12:15pm
3393,FREN303,0201,JMZ,0125,Tu,11:00am,12:15pm
3394,FREN312,0101,JMZ,3205,TuTh,2:00pm,3:15pm
3395,FREN351H,0101,JMZ,0208,Tu,12:30pm,1:45pm
3396,FREN389B,0101,JMZ,0205,MW,3:30pm,4:45pm
3397,FREN480,0101,KNI,1103,TuTh,3:30pm,4:45pm
3398,FREN488Z,0101,JMZ,2123,MW,2:00pm,3:15pm
3399,FREN629B,0101,JMZ,2123,Th,4:30pm,7:15pm
3400,FREN659A,0101,JMZ,1226,W,4:30pm,7:15pm
3401,GEMS100,0101,ELL,0102,Tu,2:00pm,3:15pm
3402,GEMS100,0102,ELL,0102,Tu,4:45pm,6:00pm
3403,GEMS100,0103,ELL,0100D,W,10:00am,11:15am
3404,GEMS100,0104,ELL,0102,W,12:30pm,1:45pm
3405,GEMS100,0105,ELL,0100D,W,2:00pm,3:15pm
3406,GEMS100,0106,ELL,0100A,W,3:30pm,4:45pm
3407,GEMS100,0107,ELL,0100D,W,4:45pm,6:00pm
3408,GEMS100,0108,ELL,0102,Th,10:30am,11:45am
3409,GEMS100,0111,ELL,0100A,Th,4:30pm,5:45pm
3410,GEMS100,0112,ELL,0100D,Th,5:00pm,6:15pm
3411,GEMS100,0114,ELL,0102,F,11:15am,12:30pm
3412,GEMS100,0115,ELL,0100D,F,1:30pm,2:45pm
3413,GEMS202,0101,EGR,1202,Tu,5:00pm,6:30pm
3414,GEMS296,0101,MTH,0401,Tu,6:30pm,7:30pm
3415,GEMS296,0102,TBA,0302,Th,7:00pm,7:50pm
3416,GEMS296,0104,EGR,3138,F,3:00pm,3:50pm
3417,GEMS296,0105,SYM,0215,Th,8:00am,9:00am
3418,GEMS296,0106,TBA,0125,Tu,6:30pm,7:20pm
3419,GEMS296,0107,EGR,3111,Tu,6:40pm,7:40pm
3420,GEMS296,0111,TBA,0100,Tu,3:30pm,4:30pm
3421,GEMS396,0102,TBA,1212,Tu,8:00am,9:00am
3422,GEMS396,0103,MTH,0403,Tu,11:00am,11:50am
3423,GEMS396,0104,PHY,4222,M,6:30pm,7:30pm
3424,GEMS396,0105,TBA,1107,W,5:00pm,5:50pm
3425,GEMS396,0106,ATL,1109,Tu,5:00pm,5:50pm
3426,GEMS396,0108,JMZ,1103,M,8:00pm,8:50pm
3427,GEMS396,0109,LEF,1201,M,5:15pm,6:30pm
3428,GEMS396,0111,EGR,1102,Tu,5:15pm,6:15pm
3429,GEMS396,0112,MCK,2105,Tu,2:00pm,2:50pm
3430,GEMS496,0102,EGR,0151,Th,5:30pm,7:30pm
3431,GEMS496,0103,ESJ,B0320,Tu,6:30pm,7:30pm
3432,GEMS496,0104,ESJ,B0320,W,7:00pm,8:50pm
3433,GEMS496,0105,HBK,1112,W,5:30pm,6:30pm
3434,GEMS496,0106,PLS,1172,M,6:30pm,7:30pm
3435,GEMS496,0107,AVW,1318,MTu,8:00am,8:50am
3436,GEMS496,0109,JMZ,0118,MW,8:00am,8:50am
3437,GEMS496,0111,TBA,3106,F,1:00pm,1:50pm
3438,GEMS496,0112,TBA,1232,Tu,9:30am,10:30am
3439,GEOG110,FC01,KEY,0116,MW,4:30pm,5:45pm
3440,GEOG130,0201,LEF,2205,MW,11:00am,11:50am
3441,GEOG130,0202,LEF,2205,MW,11:00am,11:50am
3442,GEOG130,0203,LEF,2205,MW,11:00am,11:50am
3443,GEOG130,0204,LEF,2205,MW,11:00am,11:50am
3444,GEOG130,0205,LEF,2205,MW,11:00am,11:50am
3445,GEOG130,0206,LEF,2205,MW,11:00am,11:50am
3446,GEOG130,0207,LEF,2205,MW,11:00am,11:50am
3447,GEOG130,0208,LEF,2205,MW,11:00am,11:50am
3448,GEOG130,0209,LEF,2205,MW,11:00am,11:50am
3449,GEOG130,0210,LEF,2205,MW,11:00am,11:50am
3450,GEOG130,FC01,MMH,1400,TuTh,4:30pm,5:45pm
3451,GEOG140,0101,LEF,2205,MW,1:00pm,1:50pm
3452,GEOG140,0102,LEF,2205,MW,1:00pm,1:50pm
3453,GEOG140,0103,LEF,2205,MW,1:00pm,1:50pm
3454,GEOG140,0104,LEF,2205,MW,1:00pm,1:50pm
3455,GEOG140,0105,LEF,2205,MW,1:00pm,1:50pm
3456,GEOG140,0106,LEF,2205,MW,1:00pm,1:50pm
3457,GEOG140,FC01,TYD,2109,MW,6:00pm,7:15pm
3458,GEOG170,0101,LEF,2205,TuTh,4:00pm,5:15pm
3459,GEOG170,FC01,HBK,0123,TuTh,7:30pm,8:45pm
3460,GEOG201,0101,ESJ,0202,TuTh,9:30am,10:45am
3461,GEOG212,0101,LEF,2208,M,11:00am,1:00pm
3462,GEOG306,0101,LEF,1158,MW,9:00am,9:50am
3463,GEOG306,0102,LEF,1158,MW,9:00am,9:50am
3464,GEOG330,0101,ESJ,2208,MW,12:00pm,12:50pm
3465,GEOG330,0102,ESJ,2208,MW,12:00pm,12:50pm
3466,GEOG330,0103,ESJ,2208,MW,12:00pm,12:50pm
3467,GEOG330,0104,ESJ,2208,MW,12:00pm,12:50pm
3468,GEOG330,0105,ESJ,2208,MW,12:00pm,12:50pm
3469,GEOG330,0106,ESJ,2208,MW,12:00pm,12:50pm
3470,GEOG332,0101,LEF,2205,MW,4:00pm,4:50pm
3471,GEOG332,0102,LEF,2205,MW,4:00pm,4:50pm
3472,GEOG332,0103,LEF,2205,MW,4:00pm,4:50pm
3473,GEOG332,0104,LEF,2205,MW,4:00pm,4:50pm
3474,GEOG372,0101,LEF,1158,TuTh,9:30am,10:45am
3475,GEOG372,0102,LEF,1158,TuTh,9:30am,10:45am
3476,GEOG373,0101,TYD,2109,MW,10:00am,10:50am
3477,GEOG373,0102,TYD,2109,MW,10:00am,10:50am
3478,GEOG373,0103,TYD,2109,MW,10:00am,10:50am
3479,GEOG416,0101,LEF,1220,TuTh,2:00pm,3:15pm
3480,GEOG422,0101,LEF,2166,TuTh,3:30pm,4:45pm
3481,GEOG423,0101,LEF,1201,TuTh,11:00am,12:15pm
3482,GEOG431,0101,LEF,1158,TuTh,11:00am,12:15pm
3483,GEOG432,0101,LEF,1171,Tu,3:30pm,6:00pm
3484,GEOG442,0101,TYD,2109,TuTh,12:30pm,1:45pm
3485,GEOG475,0101,LEF,1158,MW,3:00pm,3:50pm
3486,GEOG475,0102,LEF,1158,MW,3:00pm,3:50pm
3487,GEOG476,0101,LEF,1220,MW,9:00am,9:50am
3488,GEOG498K,0101,LEF,1158,MW,12:00pm,12:50pm
3489,GEOG498Q,0101,LEF,1158,W,4:00pm,6:30pm
3490,GEOG601,0101,LEF,1171,M,2:00pm,4:30pm
3491,GEOG642,0101,TYD,2109,TuTh,12:30pm,1:45pm
3492,GEOG671,0101,LEF,1171,W,1:00pm,3:30pm
3493,GEOG732,0101,LEF,1171,Tu,3:30pm,6:00pm
3494,GEOG788Q,0101,LEF,1158,W,4:00pm,6:30pm
3495,GEOG788Z,0101,LEF,1171,Th,5:00pm,7:30pm
3496,GEOG798,0101,LEF,1158,Th,3:30pm,5:00pm
3497,GEOL100,0101,ATL,2324,MWF,1:00pm,1:50pm
3498,GEOL100,0201,ATL,2324,TuTh,3:30pm,4:45pm
3499,GEOL104,0101,PLS,1130,MWF,10:00am,10:50am
3500,GEOL110,0101,GEO,2106,Th,12:00pm,3:00pm
3501,GEOL110,0102,GEO,2106,M,12:00pm,3:00pm
3502,GEOL110,0103,GEO,2106,Tu,12:00pm,3:00pm
3503,GEOL110,0104,GEO,2106,Tu,3:00pm,6:00pm
3504,GEOL110,0106,GEO,2106,W,9:00am,12:00pm
3505,GEOL110,0107,GEO,2106,W,3:00pm,6:00pm
3506,GEOL110,0109,GEO,2106,Tu,9:00am,12:00pm
3507,GEOL120,0101,TYD,2106,TuTh,12:30pm,1:45pm
3508,GEOL120,0102,TYD,2106,TuTh,12:30pm,1:45pm
3509,GEOL120,0103,TYD,2106,TuTh,12:30pm,1:45pm
3510,GEOL120,FC01,ASY,3203,TuTh,4:30pm,5:45pm
3511,GEOL120,FC02,ASY,3203,TuTh,4:30pm,5:45pm
3512,GEOL123,0101,ATL,2416,MW,12:00pm,12:50pm
3513,GEOL124,0101,CHM,1224,TuTh,11:00am,12:15pm
3514,GEOL124,0102,CHM,1224,TuTh,11:00am,12:15pm
3515,GEOL124,0103,CHM,1224,TuTh,11:00am,12:15pm
3516,GEOL200,0101,ASY,2203,TuTh,9:30am,10:45am
3517,GEOL200,0102,ASY,2203,TuTh,9:30am,10:45am
3518,GEOL200,0103,ASY,2203,TuTh,9:30am,10:45am
3519,GEOL200,0104,ASY,2203,TuTh,9:30am,10:45am
3520,GEOL200,0105,ASY,2203,TuTh,9:30am,10:45am
3521,GEOL200,0106,ASY,2203,TuTh,9:30am,10:45am
3522,GEOL212,0101,PLS,1115,MWF,9:00am,9:50am
3523,GEOL342,0101,PLS,1172,MWF,1:00pm,1:50pm
3524,GEOL375,0101,ATL,1109,TuTh,11:00am,12:15pm
3525,GEOL393,0101,PLS,1111,W,4:00pm,6:00pm
3526,GEOL423,0101,HBK,0109,MWF,9:00am,9:50am
3527,GEOL444,0101,PLS,1158,TuTh,8:00am,9:15am
3528,GEOL445,0101,PLS,1172,TuTh,12:30pm,1:45pm
3529,GEOL446,0101,PLS,1162,TuTh,11:00am,12:15pm
3530,GEOL447,0101,PLS,1129,TuTh,3:30pm,4:45pm
3531,GEOL451,0101,SPH,1302,TuTh,2:00pm,3:15pm
3532,GEOL452,0101,PLS,1130,TuTh,3:30pm,4:45pm
3533,GEOL453,0101,BPS,1232,Tu,3:30pm,6:30pm
3534,GEOL460,0101,CHE,2116,M,10:00am,1:50pm
3535,GEOL488,0101,PLS,1130,F,3:00pm,4:30pm
3536,GEOL489G,0101,PLS,1176,MWF,10:00am,10:50am
3537,GEOL647,0101,PLS,1129,TuTh,3:30pm,4:45pm
3538,GEOL652,0101,PLS,1130,TuTh,3:30pm,4:45pm
3539,GEOL670,0101,ATL,2416,MW,3:15pm,4:30pm
3540,GEOL670,AM01,ATL,2416,MW,3:15pm,4:30pm
3541,GEOL680,0101,PLS,1168,TuTh,12:30pm,1:45pm
3542,GEOL688,0101,PLS,1130,F,3:00pm,4:30pm
3543,GEOL789G,0101,PLS,1176,MWF,10:00am,10:50am
3544,GEOL789K,0101,EGR,3102,W,1:00pm,3:50pm
3545,GEOL789L,0101,BPS,1232,Tu,3:30pm,6:30pm
3546,GERM149Z,0101,SQH,1125,TuTh,12:30pm,1:45pm
3547,GERM204,0101,JMZ,1120,MWF,10:00am,10:50am
3548,GERM255,0101,JMZ,2206,TuTh,2:00pm,3:15pm
3549,GERM301,0101,JMZ,1103,MWF,1:00pm,1:50pm
3550,GERM302,0101,JMZ,2122,MWF,11:00am,11:50am
3551,GERM322H,0101,JMZ,3203,TuTh,11:00am,12:15pm
3552,GERM401,0101,JMZ,0103,TuTh,12:30pm,1:45pm
3553,GERM449I,0101,HBK,0302H,Tu,2:00pm,5:00pm
3554,GERM489Y,0101,JMZ,3205,Th,4:30pm,7:15pm
3555,GERM689E,0101,JMZ,2120,W,4:30pm,7:15pm
3556,GERM689I,0101,HBK,0302H,Tu,2:00pm,5:00pm
3557,GERM689Y,0101,JMZ,3205,Th,4:30pm,7:15pm
3558,GREK101,0101,HBK,1112,MWF,10:00am,10:50am
3559,GREK111,0101,KEY,0119,MWF,12:00pm,12:50pm
3560,GREK201,0101,SQH,1125,MWF,2:00pm,2:50pm
3561,GREK211,0101,MMH,1218,MWF,10:00am,10:50am
3562,GREK398,0101,MMH,1218,MWF,11:00am,11:50am
3563,GREK411,0101,MMH,1218,W,2:00pm,4:30pm
3564,GREK488B,0101,SQH,1125,MWF,2:00pm,2:50pm
3565,GREK488T,0101,MMH,1218,Tu,5:00pm,7:40pm
3566,GREK688T,0101,MMH,1218,Tu,5:00pm,7:40pm
3567,GVPT105S,0101,TYD,0117,MW,2:00pm,2:50pm
3568,GVPT105S,0102,TYD,0117,MW,2:00pm,2:50pm
3569,GVPT105S,0103,TYD,0117,MW,2:00pm,2:50pm
3570,GVPT105S,0104,TYD,0117,MW,2:00pm,2:50pm
3571,GVPT170,0101,LEF,2205,MW,10:00am,10:50am
3572,GVPT170,0102,LEF,2205,MW,10:00am,10:50am
3573,GVPT170,0103,LEF,2205,MW,10:00am,10:50am
3574,GVPT170,0104,LEF,2205,MW,10:00am,10:50am
3575,GVPT170,0105,LEF,2205,MW,10:00am,10:50am
3576,GVPT170,0106,LEF,2205,MW,10:00am,10:50am
3577,GVPT170,0107,LEF,2205,MW,10:00am,10:50am
3578,GVPT170,0108,LEF,2205,MW,10:00am,10:50am
3579,GVPT170,0109,LEF,2205,MW,10:00am,10:50am
3580,GVPT170,FC01,ASY,2309,MW,6:00pm,7:15pm
3581,GVPT200,0101,TYD,0130,MW,10:00am,10:50am
3582,GVPT200,0102,TYD,0130,MW,10:00am,10:50am
3583,GVPT200,0103,TYD,0130,MW,10:00am,10:50am
3584,GVPT200,0104,TYD,0130,MW,10:00am,10:50am
3585,GVPT200,0105,TYD,0130,MW,10:00am,10:50am
3586,GVPT200,0106,TYD,0130,MW,10:00am,10:50am
3587,GVPT200,0107,TYD,0130,MW,10:00am,10:50am
3588,GVPT200,0108,TYD,0130,MW,10:00am,10:50am
3589,GVPT200,0109,TYD,0130,MW,10:00am,10:50am
3590,GVPT200,FC01,TYD,1101,TuTh,6:00pm,7:15pm
3591,GVPT201,0101,SHM,2102,MW,1:00pm,1:50pm
3592,GVPT201,0102,SHM,2102,MW,1:00pm,1:50pm
3593,GVPT201,0103,SHM,2102,MW,1:00pm,1:50pm
3594,GVPT201,0104,SHM,2102,MW,1:00pm,1:50pm
3595,GVPT201,0105,SHM,2102,MW,1:00pm,1:50pm
3596,GVPT201,0106,SHM,2102,MW,1:00pm,1:50pm
3597,GVPT201,0201,TYD,2106,MW,10:00am,10:50am
3598,GVPT201,0202,TYD,2106,MW,10:00am,10:50am
3599,GVPT201,0203,TYD,2106,MW,10:00am,10:50am
3600,GVPT205S,0101,SQH,1120,Tu,2:00pm,3:15pm
3601,GVPT205S,0102,SQH,1120,Tu,2:00pm,3:15pm
3602,GVPT205S,0103,SQH,1120,Tu,2:00pm,3:15pm
3603,GVPT205S,0104,SQH,1120,Tu,2:00pm,3:15pm
3604,GVPT217,0101,TYD,2106,W,6:30pm,9:15pm
3605,GVPT221,0101,TYD,0101,Th,2:00pm,4:45pm
3606,GVPT241,0101,LEF,2205,MW,2:00pm,2:50pm
3607,GVPT241,0102,LEF,2205,MW,2:00pm,2:50pm
3608,GVPT241,0103,LEF,2205,MW,2:00pm,2:50pm
3609,GVPT241,0104,LEF,2205,MW,2:00pm,2:50pm
3610,GVPT241,0105,LEF,2205,MW,2:00pm,2:50pm
3611,GVPT241,0106,LEF,2205,MW,2:00pm,2:50pm
3612,GVPT241,0107,LEF,2205,MW,2:00pm,2:50pm
3613,GVPT241,0108,LEF,2205,MW,2:00pm,2:50pm
3614,GVPT241,FC01,TYD,2108,TuTh,7:30pm,8:45pm
3615,GVPT273,FC01,BPS,1238,MW,4:30pm,5:45pm
3616,GVPT289L,0101,JMZ,0220,MW,10:00am,10:50am
3617,GVPT289L,0102,JMZ,0220,MW,10:00am,10:50am
3618,GVPT289L,0103,JMZ,0220,MW,10:00am,10:50am
3619,GVPT289L,0104,JMZ,0220,MW,10:00am,10:50am
3620,GVPT289L,0105,JMZ,0220,MW,10:00am,10:50am
3621,GVPT289L,0106,JMZ,0220,MW,10:00am,10:50am
3622,GVPT289O,0101,ESJ,1224,TuTh,11:00am,11:50am
3623,GVPT289O,0102,ESJ,1224,TuTh,11:00am,11:50am
3624,GVPT289O,0103,ESJ,1224,TuTh,11:00am,11:50am
3625,GVPT289O,0104,ESJ,1224,TuTh,11:00am,11:50am
3626,GVPT289O,0105,ESJ,1224,TuTh,11:00am,11:50am
3627,GVPT289O,0106,ESJ,1224,TuTh,11:00am,11:50am
3628,GVPT306,0101,TYD,1102,TuTh,12:30pm,1:45pm
3629,GVPT309L,0101,TYD,2111,W,4:00pm,6:30pm
3630,GVPT319C,0101,TYD,1108,W,11:00am,12:25pm
3631,GVPT354,0101,JMZ,0220,W,2:00pm,3:40pm
3632,GVPT354,0102,JMZ,0220,W,2:00pm,3:40pm
3633,GVPT354,0103,JMZ,0220,W,2:00pm,3:40pm
3634,GVPT356,0101,TYD,2108,Tu,2:00pm,4:45pm
3635,GVPT388B,0101,CHT,2113,W,4:00pm,6:30pm
3636,GVPT388M,0101,TYD,2108,W,6:30pm,9:15pm
3637,GVPT390,0101,TYD,0101,Tu,2:00pm,4:45pm
3638,GVPT392,0101,TYD,2102,M,9:00am,10:30am
3639,GVPT406,0101,TYD,0102,W,2:00pm,4:45pm
3640,GVPT409G,0101,TYD,2109,MW,3:00pm,4:15pm
3641,GVPT409H,0101,TYD,0111,W,2:00pm,4:45pm
3642,GVPT409P,0101,TYD,1102,TuTh,11:00am,12:15pm
3643,GVPT409W,0101,ARC,1105,TuTh,2:00pm,3:15pm
3644,GVPT417,0101,SQH,1117,TuTh,2:00pm,3:15pm
3645,GVPT419A,0101,TYD,1102,TuTh,2:00pm,3:15pm
3646,GVPT420,0101,TYD,0101,W,2:00pm,4:45pm
